"block_id","block_cpu_time","line_text","line_time"
"158","","nop dword ptr [rax+rax*1]",""
"250","","jmp 0x7faf280c3c4b <Block 250>",""
"130","0.170","mov edx, dword ptr [rsp+0x34]","0.139"
"130","0.170","mov r8d, dword ptr [rsi+0x14]","0.011"
"130","0.170","data16 nop","0.015"
"130","0.170","cmp edx, dword ptr [r8*8+0xc]","0.005"
"130","0.170","jnb 0x7faf280c33c7 <Block 159>",""
"133","0.101","mov eax, 0x1","0.044"
"133","0.101","mov rbp, qword ptr [rsp+0x40]",""
"133","0.101","add rsp, 0x48","0.003"
"133","0.101","cmp rsp, qword ptr [r15+0x450]","0.054"
"133","0.101","jnbe 0x7faf280c34dc <Block 181>",""
"134","0.001","ret","0.001"
"131","0.099","cmp r10d, 0x8","0.099"
"131","0.099","jb 0x7faf280c33c7 <Block 159>",""
"132","0.212","mov rbx, qword ptr [rsp+0x20]","0.008"
"132","0.212","mov byte ptr [rax*8+0x17], 0x1","0.004"
"132","0.212","mov byte ptr [r9+r11*8+0x10], 0x1","0.122"
"132","0.212","mov byte ptr [rbx+r8*8+0x10], 0x1","0.053"
"132","0.212","jmp 0x7faf280c28f6 <Block 23>","0.026"
"78","0.202","mov dword ptr [rdi*8+0x14], edx","0.045"
"78","0.202","mov byte ptr [r11+0x11], 0x0","0.034"
"78","0.202","mov byte ptr [r8+rcx*8+0x10], 0x0","0.040"
"78","0.202","mov byte ptr [r10+rbx*8+0x10], 0x0","0.037"
"78","0.202","cmp edx, 0x7","0.047"
"78","0.202","jz 0x7faf280c3212 <Block 135>",""
"79","0.160","mov r11, rsi","0.027"
"79","0.160","mov edx, r8d","0.047"
"79","0.160","data16 nop","0.036"
"79","0.160","call 0x7faf2804e380 <resolve_opt_virtual_call>","0.051"
"74","","mov r9d, dword ptr [rsp+0x2c]",""
"74","","mov ecx, dword ptr [rsi+0x14]",""
"74","","nop word ptr [rax+rax*1]",""
"74","","cmp r9d, dword ptr [rcx*8+0xc]",""
"74","","jnb 0x7faf280c33a4 <Block 157>",""
"75","","test r11d, r11d",""
"75","","jz 0x7faf280c33a4 <Block 157>",""
"76","","mov rbx, qword ptr [rsp+0x20]",""
"76","","mov byte ptr [r10*8+0x10], 0x1",""
"76","","mov byte ptr [rbx+r8*8+0x10], 0x1",""
"76","","mov byte ptr [r9+rcx*8+0x10], 0x1",""
"76","","shl r10, 0x3",""
"76","","mov r11, r10",""
"76","","jmp 0x7faf280c2800 <Block 5>",""
"77","0.148","mov edi, dword ptr [rsi+0x18]","0.044"
"77","0.148","cmp dword ptr [rdi*8+0xc], 0x2","0.029"
"77","0.148","jb 0x7faf280c3278 <Block 141>","0.076"
"70","0.010","mov dword ptr [r11*8+0x10], edx",""
"70","0.010","mov byte ptr [r10*8+0x10], 0x0","0.002"
"70","0.010","mov byte ptr [rbx+rcx*8+0x10], 0x0","0.006"
"70","0.010","mov byte ptr [r9+rdi*8+0x10], 0x0","0.002"
"70","0.010","cmp edx, 0x7","0"
"70","0.010","jz 0x7faf280c3212 <Block 135>",""
"71","0.014","mov qword ptr [rsp+0x20], rbx","0.001"
"71","0.014","mov r10, rsi","0.004"
"71","0.014","mov edx, r8d","0.008"
"71","0.014","nop","0"
"71","0.014","call 0x7faf2804e380 <resolve_opt_virtual_call>","0.001"
"72","0.002","nop dword ptr [rax+rax*1+0x12000720]","0.002"
"72","0.002","test eax, eax",""
"72","0.002","jnz 0x7faf280c31f6 <Block 133>",""
"73","","mov edx, dword ptr [rsp+0x34]",""
"73","","mov rsi, qword ptr [rsp]",""
"73","","mov r10d, dword ptr [rsi+0x10]",""
"73","","mov r11d, dword ptr [r10*8+0xc]",""
"73","","mov r8d, dword ptr [rsi+0xc]",""
"73","","nop dword ptr [rax+rax*1]",""
"73","","cmp edx, dword ptr [r8*8+0xc]",""
"73","","jnb 0x7faf280c33a4 <Block 157>",""
"126","0.168","mov dword ptr [rdi*8+0x2c], r8d","0.023"
"126","0.168","mov byte ptr [r11+0x17], 0x0","0.050"
"126","0.168","mov byte ptr [r10+rdx*8+0x10], 0x0","0.017"
"126","0.168","mov byte ptr [rbx+rcx*8+0x10], 0x0","0.061"
"126","0.168","cmp r8d, 0x7","0.018"
"126","0.168","jz 0x7faf280c3212 <Block 135>",""
"247","","mov rbx, 0x0",""
"127","0.113","mov qword ptr [rsp+0x20], rbx","0.038"
"127","0.113","mov r11, rsi","0.013"
"127","0.113","mov edx, r9d","0.039"
"127","0.113","call 0x7faf2804e380 <resolve_opt_virtual_call>","0.023"
"248","","jmp 0x7faf280c3c3c <Block 248>",""
"124","0.269","mov byte ptr [rdx*8+0x16], 0x1","0.013"
"124","0.269","mov byte ptr [r10+r8*8+0x10], 0x1","0.114"
"124","0.269","mov byte ptr [r9+rcx*8+0x10], 0x1","0.083"
"124","0.269","shl rdx, 0x3","0.035"
"124","0.269","mov r11, rdx","0.002"
"124","0.269","jmp 0x7faf280c28db <Block 21>","0.023"
"245","","mov rbx, 0x0",""
"125","0.196","mov edi, dword ptr [rsi+0x18]","0.059"
"125","0.196","nop dword ptr [rax+rax*1]","0.016"
"125","0.196","cmp dword ptr [rdi*8+0xc], 0x8","0.042"
"125","0.196","jb 0x7faf280c34a8 <Block 173>","0.080"
"246","","jmp 0x7faf280c3c2d <Block 246>",""
"128","0.025","nop dword ptr [rax+rax*1+0x35000c70]","0.020"
"128","0.025","test eax, eax","0.005"
"128","0.025","jnz 0x7faf280c31f6 <Block 133>",""
"249","","mov rbx, 0x0",""
"129","0.300","mov r9d, dword ptr [rsp+0x2c]","0.071"
"129","0.300","mov rsi, qword ptr [rsp]","0.041"
"129","0.300","mov eax, dword ptr [rsi+0x10]","0.010"
"129","0.300","mov r10d, dword ptr [rax*8+0xc]","0.061"
"129","0.300","mov r11d, dword ptr [rsi+0xc]","0.108"
"129","0.300","cmp r9d, dword ptr [r11*8+0xc]","0.010"
"129","0.300","jnb 0x7faf280c3496 <Block 171>",""
"140","","nop dword ptr [rax+rax*1]",""
"141","","mov dword ptr [r15+0x484], 0xffffffe5",""
"141","","mov qword ptr [r15+0x490], 0x0",""
"141","","call 0x7faf2805417a",""
"144","","nop dword ptr [rax+rax*1]",""
"145","","mov edx, dword ptr [rsp+0x34]",""
"145","","mov dword ptr [r15+0x484], 0xffffffe5",""
"145","","mov qword ptr [r15+0x490], 0x0",""
"145","","call 0x7faf2805417a",""
"142","","nop dword ptr [rax+rax*1]",""
"143","","mov dword ptr [r15+0x484], 0xffffffe5",""
"143","","mov qword ptr [r15+0x490], 0x0",""
"143","","call 0x7faf2805417a",""
"67","0.064","mov r8d, r10d","0.037"
"67","0.064","jmp 0x7faf280c2883 <Block 14>","0.027"
"68","0.047","mov r9d, dword ptr [rsp+0x30]","0.044"
"68","0.047","jmp 0x7faf280c28db <Block 21>","0.003"
"69","0.014","mov r11d, dword ptr [rsi+0x18]",""
"69","0.014","cmp dword ptr [r11*8+0xc], 0x0",""
"69","0.014","jz 0x7faf280c322e <Block 137>","0.014"
"63","0.384","mov ebx, r8d","0.152"
"63","0.384","cmp byte ptr [rbx+rcx*8+0x10], 0x0","0.086"
"63","0.384","jz 0x7faf280c28f6 <Block 23>","0.145"
"64","0.040","nop dword ptr [rax]","0.029"
"64","0.040","jmp 0x7faf280c3138 <Block 125>","0.011"
"65","0.044","mov r9d, r10d","0.015"
"65","0.044","jmp 0x7faf280c2827 <Block 8>","0.029"
"66","0.052","mov r8d, r10d","0.033"
"66","0.052","jmp 0x7faf280c2854 <Block 11>","0.019"
"60","0.237","mov r10d, dword ptr [rsp+0x2c]","0.092"
"60","0.237","mov edx, dword ptr [rsi+0xc]","0.054"
"60","0.237","cmp r10d, dword ptr [rdx*8+0xc]","0.092"
"60","0.237","jnb 0x7faf280c34ad <Block 174>",""
"61","0.437","nop dword ptr [rax+rax*1]","0.202"
"61","0.437","cmp byte ptr [r10+rdx*8+0x10], 0x0","0.065"
"61","0.437","jz 0x7faf280c28f6 <Block 23>","0.170"
"62","0.467","mov r8d, dword ptr [rsp+0x34]","0.111"
"62","0.467","mov ecx, dword ptr [rsi+0x14]","0.053"
"62","0.467","nop dword ptr [rax+rax*1]","0.091"
"62","0.467","data16 nop","0.092"
"62","0.467","cmp r8d, dword ptr [rcx*8+0xc]","0.122"
"62","0.467","jnb 0x7faf280c34b3 <Block 175>",""
"137","","mov dword ptr [r15+0x484], 0xffffffe5",""
"137","","mov qword ptr [r15+0x490], 0x0",""
"137","","call 0x7faf2805417a",""
"138","","nop dword ptr [rax+rax*1]",""
"135","0.002","mov eax, 0x1","0"
"135","0.002","mov rbp, qword ptr [rsp+0x40]","0.002"
"135","0.002","add rsp, 0x48",""
"135","0.002","cmp rsp, qword ptr [r15+0x450]",""
"135","0.002","jnbe 0x7faf280c34f0 <Block 183>",""
"136","0.002","ret","0.002"
"139","","mov edx, dword ptr [rsp+0x34]",""
"139","","mov dword ptr [r15+0x484], 0xffffffe5",""
"139","","mov qword ptr [r15+0x490], 0x0",""
"139","","call 0x7faf2805417a",""
"195","","nop dword ptr [rax+rax*1]",""
"195","","mov dword ptr [r15+0x484], 0xfffffff5",""
"195","","mov qword ptr [r15+0x490], 0x0",""
"195","","call 0x7faf2805417a",""
"196","","nop dword ptr [rax+rax*1]",""
"196","","mov dword ptr [r15+0x484], 0xfffffff5",""
"196","","mov qword ptr [r15+0x490], 0x0",""
"196","","call 0x7faf2805417a",""
"193","","nop dword ptr [rax+rax*1]",""
"193","","mov dword ptr [r15+0x484], 0xfffffff5",""
"193","","mov qword ptr [r15+0x490], 0x0",""
"193","","call 0x7faf2805417a",""
"194","","nop dword ptr [rax+rax*1]",""
"194","","mov dword ptr [r15+0x484], 0xfffffff5",""
"194","","mov qword ptr [r15+0x490], 0x0",""
"194","","data16 nop",""
"194","","call 0x7faf2805417a",""
"199","","nop dword ptr [rax+rax*1]",""
"199","","mov dword ptr [r15+0x484], 0xfffffff5",""
"199","","mov qword ptr [r15+0x490], 0x0",""
"199","","call 0x7faf2805417a",""
"197","","nop dword ptr [rax+rax*1]",""
"197","","mov dword ptr [r15+0x484], 0xfffffff5",""
"197","","mov qword ptr [r15+0x490], 0x0",""
"197","","call 0x7faf2805417a",""
"198","","nop dword ptr [rax+rax*1]",""
"198","","mov dword ptr [r15+0x484], 0xfffffff5",""
"198","","mov qword ptr [r15+0x490], 0x0",""
"198","","call 0x7faf2805417a",""
"96","0.041","nop dword ptr [rax+rax*1+0x2100096c]","0.025"
"96","0.041","test eax, eax","0.016"
"96","0.041","jnz 0x7faf280c31f6 <Block 133>",""
"191","","nop dword ptr [rax+rax*1]",""
"191","","mov dword ptr [r15+0x484], 0xfffffff5",""
"191","","mov qword ptr [r15+0x490], 0x0",""
"191","","call 0x7faf2805417a",""
"97","0.253","mov r9d, dword ptr [rsp+0xc]","0.030"
"97","0.253","mov rsi, qword ptr [rsp]","0.051"
"97","0.253","mov edx, dword ptr [rsi+0x10]","0.022"
"97","0.253","mov r10d, dword ptr [rdx*8+0xc]","0.032"
"97","0.253","mov r11d, dword ptr [rsi+0xc]","0.094"
"97","0.253","cmp r9d, dword ptr [r11*8+0xc]","0.025"
"97","0.253","jnb 0x7faf280c33ed <Block 161>",""
"192","","nop dword ptr [rax+rax*1]",""
"192","","mov dword ptr [r15+0x484], 0xfffffff5",""
"192","","mov qword ptr [r15+0x490], 0x0",""
"192","","call 0x7faf2805417a",""
"98","0.156","mov r8d, dword ptr [rsp+0x10]","0.100"
"98","0.156","mov ecx, dword ptr [rsi+0x14]","0.031"
"98","0.156","nop word ptr [rax+rax*1]","0.015"
"98","0.156","cmp r8d, dword ptr [rcx*8+0xc]","0.011"
"98","0.156","jnb 0x7faf280c33ed <Block 161>",""
"99","0.076","cmp r10d, 0x4","0.076"
"99","0.076","jb 0x7faf280c33ed <Block 161>",""
"190","","nop dword ptr [rax+rax*1]",""
"190","","mov dword ptr [r15+0x484], 0xfffffff5",""
"190","","mov qword ptr [r15+0x490], 0x0",""
"190","","call 0x7faf2805417a",""
"92","0.263","mov byte ptr [rdx*8+0x12], 0x1","0.045"
"92","0.263","mov byte ptr [rcx+r11*8+0x10], 0x1","0.065"
"92","0.263","mov byte ptr [r8+r9*8+0x10], 0x1","0.055"
"92","0.263","shl rdx, 0x3","0.024"
"92","0.263","mov r11, rdx","0.033"
"92","0.263","jmp 0x7faf280c2854 <Block 11>","0.042"
"93","0.138","mov eax, dword ptr [rsi+0x18]","0.034"
"93","0.138","nop dword ptr [rax+rax*1]","0.022"
"93","0.138","cmp dword ptr [rax*8+0xc], 0x4","0.029"
"93","0.138","jb 0x7faf280c329b <Block 143>","0.053"
"94","0.177","mov dword ptr [rax*8+0x1c], edx","0.034"
"94","0.177","mov byte ptr [r11+0x13], 0x0","0.041"
"94","0.177","mov byte ptr [r9+rbx*8+0x10], 0x0","0.034"
"94","0.177","mov byte ptr [r10+rdi*8+0x10], 0x0","0.039"
"94","0.177","cmp edx, 0x7","0.030"
"94","0.177","jz 0x7faf280c3212 <Block 135>",""
"95","0.122","mov r8, rsi","0.038"
"95","0.122","mov edx, dword ptr [rsp+0x30]","0.022"
"95","0.122","nop","0.032"
"95","0.122","call 0x7faf2804e380 <resolve_opt_virtual_call>","0.030"
"90","0.236","mov r8d, dword ptr [rsp+0x18]","0.111"
"90","0.236","mov r9d, dword ptr [rsi+0x14]","0.031"
"90","0.236","nop word ptr [rax+rax*1]","0.057"
"90","0.236","cmp r8d, dword ptr [r9*8+0xc]","0.038"
"90","0.236","jnb 0x7faf280c3356 <Block 153>",""
"91","0.087","cmp r10d, 0x3","0.087"
"91","0.087","jb 0x7faf280c3356 <Block 153>",""
"89","0.274","mov ecx, dword ptr [rsp+0x14]","0.023"
"89","0.274","mov rsi, qword ptr [rsp]","0.073"
"89","0.274","mov edx, dword ptr [rsi+0x10]","0.029"
"89","0.274","mov r10d, dword ptr [rdx*8+0xc]","0.028"
"89","0.274","mov r11d, dword ptr [rsi+0xc]","0.079"
"89","0.274","cmp ecx, dword ptr [r11*8+0xc]","0.043"
"89","0.274","jnb 0x7faf280c3356 <Block 153>",""
"85","0.184","mov eax, dword ptr [rsi+0x18]","0.034"
"85","0.184","nop dword ptr [rax+rax*1]","0.054"
"85","0.184","cmp dword ptr [rax*8+0xc], 0x3","0.036"
"85","0.184","jb 0x7faf280c32e5 <Block 147>","0.061"
"86","0.205","mov dword ptr [rax*8+0x18], edx","0.053"
"86","0.205","mov byte ptr [r11+0x12], 0x0","0.032"
"86","0.205","mov byte ptr [rcx+rbx*8+0x10], 0x0","0.020"
"86","0.205","mov byte ptr [r10+rdi*8+0x10], 0x0","0.048"
"86","0.205","cmp edx, 0x7","0.053"
"86","0.205","jz 0x7faf280c3212 <Block 135>",""
"87","0.144","mov r9, rsi","0.029"
"87","0.144","mov edx, r8d","0.023"
"87","0.144","data16 nop","0.042"
"87","0.144","call 0x7faf2804e380 <resolve_opt_virtual_call>","0.051"
"88","0.096","nop dword ptr [rax+rax*1+0x1c0008ac]","0.056"
"88","0.096","test eax, eax","0.040"
"88","0.096","jnz 0x7faf280c31f6 <Block 133>",""
"81","0.346","mov r8d, dword ptr [rsp+0x30]","0.045"
"81","0.346","mov rsi, qword ptr [rsp]","0.075"
"81","0.346","mov edx, dword ptr [rsi+0x10]","0.048"
"81","0.346","mov r10d, dword ptr [rdx*8+0xc]","0.057"
"81","0.346","mov r11d, dword ptr [rsi+0xc]","0.094"
"81","0.346","cmp r8d, dword ptr [r11*8+0xc]","0.028"
"81","0.346","jnb 0x7faf280c332f <Block 151>",""
"82","0.245","mov r9d, dword ptr [rsp+0x1c]","0.150"
"82","0.245","mov ecx, dword ptr [rsi+0x14]","0.031"
"82","0.245","nop word ptr [rax+rax*1]","0.031"
"82","0.245","cmp r9d, dword ptr [rcx*8+0xc]","0.033"
"82","0.245","jnb 0x7faf280c332f <Block 151>",""
"83","0.089","cmp r10d, 0x2","0.089"
"83","0.089","jb 0x7faf280c332f <Block 151>",""
"84","0.315","mov byte ptr [rdx*8+0x11], 0x1","0.022"
"84","0.315","mov byte ptr [r8+r11*8+0x10], 0x1","0.121"
"84","0.315","mov byte ptr [r9+rcx*8+0x10], 0x1","0.086"
"84","0.315","shl rdx, 0x3","0.035"
"84","0.315","mov r11, rdx","0.021"
"84","0.315","jmp 0x7faf280c2827 <Block 8>","0.031"
"80","0.088","nop dword ptr [rax+rax*1+0x170007ec]","0.051"
"80","0.088","test eax, eax","0.037"
"80","0.088","jnz 0x7faf280c31f6 <Block 133>",""
"173","","mov edx, r8d",""
"173","","jmp 0x7faf280c3466 <Block 168>",""
"174","","mov edx, dword ptr [rsp+0x34]",""
"174","","jmp 0x7faf280c3466 <Block 168>",""
"171","","mov edx, dword ptr [rsp+0x34]",""
"171","","jmp 0x7faf280c33c7 <Block 159>",""
"172","","mov edx, dword ptr [rsp+0x34]",""
"172","","jmp 0x7faf280c32e5 <Block 147>",""
"177","","jmp 0x7faf280c27b6 <Block 3>",""
"178","","hlt",""
"175","","mov edx, r8d",""
"175","","jmp 0x7faf280c3466 <Block 168>",""
"176","","mov qword ptr [rsp+0x40], rbp",""
"176","","call 0x7faf28034220 <nmethod_entry_barrier>",""
"170","","mov edx, dword ptr [rsp+0x34]",""
"170","","jmp 0x7faf280c329b <Block 143>",""
"168","","mov dword ptr [r15+0x484], 0xffffffe5",""
"168","","mov qword ptr [r15+0x490], 0x0",""
"168","","nop dword ptr [rax]",""
"168","","call 0x7faf2805417a",""
"169","","nop dword ptr [rax+rax*1]",""
"184","","hlt",""
"184","","mov dword ptr [r15+0x484], 0xfffffff5",""
"184","","mov qword ptr [r15+0x490], 0x0",""
"184","","nop dword ptr [rax]",""
"184","","call 0x7faf2805417a",""
"185","","nop dword ptr [rax+rax*1]",""
"185","","mov dword ptr [r15+0x484], 0xfffffff5",""
"185","","mov qword ptr [r15+0x490], 0x0",""
"185","","call 0x7faf2805417a",""
"182","","hlt",""
"183","","lea rcx, ptr [rip-0x2d7]",""
"183","","mov qword ptr [r15+0x468], rcx",""
"183","","data16 nop",""
"183","","jmp 0x7faf28055000 <SafepointBlob>",""
"188","","nop dword ptr [rax+rax*1]",""
"188","","mov dword ptr [r15+0x484], 0xfffffff5",""
"188","","mov qword ptr [r15+0x490], 0x0",""
"188","","call 0x7faf2805417a",""
"189","","nop dword ptr [rax+rax*1]",""
"189","","mov dword ptr [r15+0x484], 0xfffffff5",""
"189","","mov qword ptr [r15+0x490], 0x0",""
"189","","call 0x7faf2805417a",""
"186","","nop dword ptr [rax+rax*1]",""
"186","","mov dword ptr [r15+0x484], 0xfffffff5",""
"186","","mov qword ptr [r15+0x490], 0x0",""
"186","","call 0x7faf2805417a",""
"187","","nop dword ptr [rax+rax*1]",""
"187","","mov dword ptr [r15+0x484], 0xfffffff5",""
"187","","mov qword ptr [r15+0x490], 0x0",""
"187","","call 0x7faf2805417a",""
"180","","hlt",""
"181","","lea rcx, ptr [rip-0x2df]",""
"181","","mov qword ptr [r15+0x468], rcx",""
"181","","jmp 0x7faf28055000 <SafepointBlob>",""
"179","","lea rcx, ptr [rip-0xbcb]",""
"179","","mov qword ptr [r15+0x468], rcx",""
"179","","jmp 0x7faf28055000 <SafepointBlob>",""
